respondent_id;Sexo;idade;FaixaIdade;Escolaridade;EscolaridadeOutro;Renda familiar;RegionalMora;BairroUMora;RegionalTouE;BairroUtrabalha;visitouComplexoCMP;freqAtrativosLagoaAtvlazer;NOfrequente;Nofrequenteoutro;MeioTransPamp1;MeioTransPamp2;MeioTransPamp3;MeioTransPamp4;MeioTransPamp5;MeioTransPamp6;MeioTransPamp7;MeioTransPamp8;MeioTransPamp9;aluguel_equipamentos;utiliza_fonte_info_pamp;FonteInfPamp1;FonteInfPamp2;FonteInfPamp3;FonteInfPamp4;FonteInfPamp5;FonteInfPamp6;FonteInfPamp7;FonteInfPamp8;FonteInfPamp9;FonteInfPamp10;FonteInfPamp11;FonteInfPamp12;Motivo_Pampulha;Motivo_PampulhaOutro;tipo_evento;QuantEVPampulha;AtrativosVisitadosPamp1;AtrativosVisitadosPamp2;AtrativosVisitadosPamp3;AtrativosVisitadosPamp4;AtrativosVisitadosPamp5;AtrativosVisitadosPamp6;AtrativosVisitadosPamp7;AtrativosVisitadosPamp8;AtrativosVisitadosPamp9;AtrativosVisitadosPamp10;AtrativosVisitadosPamp11;AtrativosVisitadosPamp12;AtrativosVisitadosPamp13;AtrativosVisitadosPamp_outro;AtrativosRecomendaria1;AtrativosRecomendaria2;AtrativosRecomendaria3;AtrativosRecomendaria4;AtrativosRecomendaria5;AtrativosRecomendaria6;AtrativosRecomendaria7;AtrativosRecomendaria8;AtrativosRecomendaria9;AtrativosRecomendaria10;AtrativosRecomendaria11;AtrativosRecomendaria12;AtrativosRecomendaria13;AtrativosRecomendaria14;AtrativosRecomendaria15;Seguranca;Limpeza da Lagoa;Limpeza dos atrativos;Limpeza da rua e orla;Informacao dos atrativos;Programacao_ opcoes de lazer e entretenimento_;Oferta de estabelecimentos de alimentacao;Mobilidade_atrativos;Mobilidade_Lagoa;Regional_ lazer;PrincipaisPreferenciasLazer_1;PrincipaisPreferenciasLazer_2;PrincipaisPreferenciasLazer_3;PrincipaisPreferenciasLazer_4;PrincipaisPreferenciasLazer_5;PrincipaisPreferenciasLazer_6;PrincipaisPreferenciasLazer_7;PrincipaisPreferenciasLazer_8;PrincipaisPreferenciasLazer_9;Indicaria_Pampulha_lazer;Precisa_melhorias;Quais_melhorias;Sabe_Patrimonio;Sabe_quais_espacos;QuaisParte_Conjunto1;QuaisParte_Conjunto2;QuaisParte_Conjunto3;QuaisParte_Conjunto4;QuaisParte_Conjunto5;QuaisParte_Conjunto6;QuaisParte_Conjunto7;QuaisParte_Conjunto8;QuaisParte_Conjunto9;QuaisParte_Conjunto10;QuaisParte_Conjunto11;QuaisParte_Conjunto12;QuaisParte_Conjunto13;QuaisParte_Conjunto14;QuaisParte_Conjunto15
11189436694;Feminino;42;De 35 a 44 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Noroeste;Camargo;Noroeste;Camargos;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Noroeste;;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;NS_NR;Sim;Carrapatos;Sim;Nao;;;;;;;;;;;;;;;
11189400874;Feminino;65;Com 60 anos ou mais;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Noroeste;Camargo;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Nao frequento;Baixa atratividade no complexo_conjunto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Noroeste;Bares Botecos e Restaurantes;;;;Atividades ao ar livre _parques praças bosques;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza da lagoa;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;;;Iate Clube;;;;;;;;;
11189360205;Feminino;64;Com 60 anos ou mais;Ensino Superior completo;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Noroeste;Camargo;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por semestre;;;;Carro;;;;;;;;Nao;Sim;;;;;;;Aplicativos;;;;;;Visitar os atrativos;;;3;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;;;;;Parque Guanabara;Orla da lagoa;;;;;;;;;;;;;Parque Guanabara;Orla da lagoa;;;;9;7;8;7;NR_NA;6;8;8;8;Centro-Sul;;Cultura e arte _cinema teatro shows;;Atividades vinculadas a Esportes;Atividades ao ar livre _parques praças bosques;Shoppings centers;;;;Sim;Sim;Limpeza da lagoa Mais shows;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;;;;;;;;;
11189156358;Masculino;51;De 45 a 59 anos;Ensino Fundamental completo;;NS;Oeste;Camargos;Oeste;Camargos;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oeste;;;;;Atividades ao ar livre _parques praças bosques;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza da lagoa;Sim;Sim;;Igreja Sao Francisco;;Casa do Baile;;;;;;Mineirinho;;;;;
11189137538;Masculino;21;De 16 a 24 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Diamante;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;;;;Atividades vinculadas a Esportes;Atividades ao ar livre _parques praças bosques;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;NS_NR;NS;;Nao;Nao;;;;;;;;;;;;;;;
11189105475;Feminino;56;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Diamante;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Nao frequento;Falta de tempo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;;;;;Atividades ao ar livre _parques praças bosques;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza da lagoa;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;Casa Kubitschek;;;;;;;Orla da lagoa;;;
11189086296;Masculino;30;De 25 a 34 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Leste;Boa Vista;Leste;Boa Vista;Sim;Uma vez por trimestre;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;0;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;;Parque Guanabara;Orla da lagoa;;;;;;;;;;Parque Ecologico da Pampulha;Mineirao;;;;;;;10;8;10;10;10;10;10;8;10;Leste;Bares Botecos e Restaurantes;;;Atividades vinculadas a Esportes;;;;;;Sim;Sim;Acabar com os flanelinhas;Nao;Nao;;;;;;;;;;;;;;;
11189080269;Feminino;37;De 35 a 44 anos;Ensino Medio completo_tecnico;;Ate 1 SM _ RS 998,00;Barreiro;Diamante;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;;Cultura e arte _cinema teatro shows;Festas em locais privados_baladas eventos;;;Shoppings centers;;;;Sim;Nao;;Nao;Nao;;;;;;;;;;;;;;;
11189039568;Masculino;30;De 25 a 34 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Leste;Sagrada Familia;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leste;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;;;Atividades ao ar livre _parques praças bosques;Shoppings centers;;;;Sim;Sim;Transporte publico;Nao;Nao;;;;;;;;;;;;;;;
11189038787;Feminino;40;De 35 a 44 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Diamante;Barreiro;Diamante;Sim;Nao frequento;Falta de tempo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;Bares Botecos e Restaurantes;;;;Atividades ao ar livre _parques praças bosques;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Banheiros;Sim;Sim;;;Museu de arte da Pampulha;;;;;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;
11188980803;Feminino;52;De 45 a 59 anos;Pos-graduacao_ Mestrado_ Doutorado completo;;Acima de 10 SM _ RS 9980,00;Leste;Sagrada Familia;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por semestre;;;;Carro;;;;;;;;Nao;Sim;;;;;;;;;;Facebook;;;Praticar esporte;;;3;;;;;;;Zoologico e Jardim Botanico;;Mineirao;Mineirinho;;Orla da lagoa;;;;;;;;;Zoologico e Jardim Botanico;;;;;;;;;8;7;9;10;10;9;8;8;7;Leste;;Cultura e arte _cinema teatro shows;;Atividades vinculadas a Esportes;;;;;;Sim;Sim;Limpeza da lagoa;Sim;Sim;;Igreja Sao Francisco;;;;;;;;;;;;;
11188974778;Masculino;16;De 16 a 24 anos;Ensino Fundamental completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Barreiro;Barreiro;Barreiro;Sim;Nao frequento;Baixa atratividade no complexo_conjunto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;;;;Atividades vinculadas a Esportes;;;;;;Sim;Nao;;Sim;Sim;;;;;;;Zoologico e Jardim Botanico;;Mineirao;;;Orla da lagoa;;;
11188959453;Masculino;52;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Leste;Sagrada Familia;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leste;;;;Atividades vinculadas a Esportes;;;;;;Nao Visitou a Pampulha;;;Nao;Nao;;;;;;;;;;;;;;;
11188891737;Feminino;53;De 45 a 59 anos;Ensino Fundamental completo;;Ate 1 SM _ RS 998,00;Leste;Sagrada Familia;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leste;;;;;Atividades ao ar livre _parques praças bosques;;;;;Nao Visitou a Pampulha;;;Nao;Nao;;;;;;;;;;;;;;;
11188877410;Masculino;33;De 25 a 34 anos;Ensino Fundamental completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Miramar;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Nao frequento;Baixa atratividade no complexo_conjunto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;Bares Botecos e Restaurantes;;Festas em locais privados_baladas eventos;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Nao;Sim;Limpeza da lagoa;Sim;Nao;;;;;;;;;;;;;;;
11188865039;Feminino;45;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Leste;Sagrada Familia;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;;;;;;Shoppings centers;;;;Sim;Sim;Seguranca_ espaco infantil;Nao;Nao;;;;;;;;;;;;;;;
11188845460;Feminino;50;De 45 a 59 anos;Ensino Superior completo;;NS;Barreiro;Miramar;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por ano;;;onibus;;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;0;;Igreja Sao Francisco;;;;;;;;Mineirinho;;Orla da lagoa;;;;Igreja Sao Francisco;;;;;;;;Mineirinho;;Orla da lagoa;;;;10;5;5;8;9;8;4;5;8;Barreiro;Bares Botecos e Restaurantes;;;;;Shoppings centers;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Nao;;Sim;Sim;;Igreja Sao Francisco;;;;Iate Clube;;;;;;Orla da lagoa;;;
11188836617;Feminino;38;De 35 a 44 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Noroeste;Serrano;Centro-Sul;Sion;Sim;Mais de uma vez por mes;;;onibus;;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;3;;;;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;;Mineirinho;Parque Guanabara;Orla da lagoa;;;;;;;;;;;;Mineirinho;;;;;;7;7;9;8;9;9;10;8;6;Pampulha;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;;Atividades vinculadas a Esportes;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Cheiro da lagoa e transporte publico e seguranca noturna;Sim;Sim;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;;;Mineirinho;;;;;
11188823977;Masculino;25;De 25 a 34 anos;Ensino Superior completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Noroeste;Serrano;Noroeste;Serrano;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;;;;Shoppings centers;;;;Sim;Nao;;Nao;Nao;;;;;;;;;;;;;;;
11188814666;Feminino;50;De 45 a 59 anos;Ensino Medio completo_tecnico;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Leste;Sagrada Familia;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leste;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;;;;;;;;Sim;Sim;Limpeza da lagoa;Sim;Sim;;Igreja Sao Francisco;;Casa do Baile;;;;;;;;;;;
11188801369;Feminino;25;De 25 a 34 anos;Outro _especifique_;Cursando superior;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Miramar;Noroeste;Coracao Eucaristico;Sim;Uma vez por mes;;;onibus;Carro;;;;;;App _99_ Uber_ Cabify;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;3;Aquario da Bacia do Rio Sao Francisco;;;;;;;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;;;;;;;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;6;1;8;8;8;5;4;2;6;Centro-Sul;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;;;Atividades ao ar livre _parques praças bosques;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Eventos mais populares e divulgados Limpeza da lagoa Vacinacao e remanejo dos animais da orla;Sim;Sim;;Igreja Sao Francisco;;Casa do Baile;Casa Kubitschek;Iate Clube;;;;;;;Espelho Dagua;;
11188747446;Feminino;27;De 25 a 34 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Pampulha;Serrano;Pampulha;Castelo;Sim;Uma vez por semestre;;;;Carro;;;;;;;;Sim_ em algumas vezes;Sim;;;;;;;Aplicativos;;;;;;Lazer_passeio;;;0;;Igreja Sao Francisco;;;;;;;Mineirao;;Parque Guanabara;Orla da lagoa;;;;Igreja Sao Francisco;;;;;;;Mineirao;;Parque Guanabara;;;;;6;6;6;7;3;4;NR_NA;6;6;Pampulha;;Cultura e arte _cinema teatro shows;;;;;;;;Sim;Sim;Divulgacao Mais programacao;Sim;Sim;;Igreja Sao Francisco;;;;;;;;;;;;;
11188747380;Feminino;26;De 16 a 24 anos;Ensino Medio completo_tecnico;;Ate 1 SM _ RS 998,00;Leste;Sagrada Familia;Nao estuda_Nao trabalho_Trabalho itinerante;;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leste;Bares Botecos e Restaurantes;;;;;;;;;Sim;Sim;Limpeza da lagoa;Sim;Nao;;;;;;;;;;;;;;;
11188745893;Masculino;24;De 16 a 24 anos;Outro _especifique_;Cursando superior;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Miramar;Barreiro;Miramar;Sim;Mais de uma vez por mes;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Mineirao_Jogo;;;6;;;;;;;;;Mineirao;;;;;;;;;;;;;;Mineirao;;;;;;;8;8;9;8;7;8;6;7;7;Centro-Sul;Bares Botecos e Restaurantes;;;Atividades vinculadas a Esportes;;;;;;Sim;Sim;;Nao;Nao;;;;;;;;;;;;;;;
11188701643;Feminino;34;De 25 a 34 anos;Ensino Superior completo;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Leste;Sagrada Familia;Leste;Sagrada Familia;Sim;Uma vez por ano;;;;Carro;;;;;;;;Sim_ em algumas vezes;Nao;;;;;;;;;;;;;Lazer_passeio;;;4;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;;;;Parque Ecologico da Pampulha;;;;;;;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;;Parque Ecologico da Pampulha;;;;;;;;9;5;10;10;10;10;6;10;10;Leste;;;;;Atividades ao ar livre _parques praças bosques;Shoppings centers;;;;Sim;Sim;Limpeza da lagoa;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;;;;;;;;;;;
11188679264;Feminino;35;De 35 a 44 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Barreiro;Miramar;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por semestre;;;;Carro;;;;;;;;Sim_ em algumas vezes;Nao;;;;;;;;;;;;;Lazer_passeio;;;0;;;;;;;;;Mineirao;Mineirinho;;Orla da lagoa;;;;;;;;;;;Mineirao;Mineirinho;;Orla da lagoa;;;;8;2;8;8;8;9;10;8;8;Barreiro;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;;;;Shoppings centers;;;;Sim;Nao;;Nao;Nao;;;;;;;;;;;;;;;
11188652386;Masculino;22;De 16 a 24 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Leste;Sagrada Familia;Pampulha;Jaragua;Nao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leste;;;;;;Shoppings centers;;;;Sim;Sim;Infraestrutura;Sim;Sim;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;;;;;Orla da lagoa;;;
11188648353;Feminino;26;De 25 a 34 anos;Ensino Superior completo;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Barreiro;Miramar;Centro-Sul;Savassi;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barreiro;Bares Botecos e Restaurantes;Cultura e arte _cinema teatro shows;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Trabalho de apropriacao dobmoraores com a regiao;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;;;;;;;;Orla da lagoa;;;
11188610512;Feminino;28;De 25 a 34 anos;Ensino Superior completo;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Leste;Sagrada Familia;Centro-Sul;Funcionarios;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Centro-Sul;Bares Botecos e Restaurantes;;;;Atividades ao ar livre _parques praças bosques;;;;;Sim;Sim;Pouca infra estrutura_ arborizacao precaria;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;;;;;;;;;;;
11188583710;Masculino;66;Com 60 anos ou mais;Ensino Fundamental completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Leste;Sagrada Familia;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Nao frequento;Falta de tempo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leste;Bares Botecos e Restaurantes;;;;;;;;;Sim;Nao;;Sim;Sim;;;;;;Iate Clube;;;;;;;;;
11188571079;Feminino;63;Com 60 anos ou mais;Ensino Fundamental completo;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Nordeste;Ribeiro de Abreu;Nordeste;Ribeiro de Abreu;Sim;Uma vez por ano;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;1;;Igreja Sao Francisco;;Casa do Baile;;Iate Clube;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;Igreja Sao Francisco;;;;;;Parque Ecologico da Pampulha;;;Parque Guanabara;;;;;8;7;10;10;5;6;4;5;6;Nordeste;;Cultura e arte _cinema teatro shows;;;Atividades ao ar livre _parques praças bosques;Shoppings centers;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza_ seguranca e mais comercio popular;Nao;Nao;;;;;;;;;;;;;;;
11188533142;Feminino;34;De 25 a 34 anos;Ensino Medio completo_tecnico;;NS;Nordeste;Ribeiro de Abreu;Nordeste;Ribeiro de Abreu;Sim;Uma vez por trimestre;;;;Carro;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;0;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;Casa Kubitschek;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;Igreja Sao Francisco;Museu de arte da Pampulha;Casa do Baile;Casa Kubitschek;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;5;5;9;8;9;6;2;5;9;Nordeste;Bares Botecos e Restaurantes;;;;;Shoppings centers;;;;Sim;Sim;Seguranca_ valores mais acessiveis;Nao;Nao;;;;;;;;;;;;;;;
11188523579;Feminino;32;De 25 a 34 anos;Ensino Superior completo;;Entre 7 SM e 10 SM _ RS 6986,01 a RS 9980,00;Leste;Sagrada Familia;Centro-Sul;Funcionarios;Sim;Uma vez por trimestre;;;;Carro;;;;;;;;Nao;NR;;;;;;;;;;;;;Lazer_passeio;;;2;;Igreja Sao Francisco;;;;;;;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;Igreja Sao Francisco;;;;;;;Mineirao;Mineirinho;Parque Guanabara;;;;;7;5;9;9;10;9;NR_NA;9;10;Leste;;;;;Atividades ao ar livre _parques praças bosques;Shoppings centers;;;;Sim;Sim;Limpeza da lagoa_ organizacao de transito;Nao;Nao;;;;;;;;;;;;;;;
11188512936;Masculino;31;De 25 a 34 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Nordeste;Ribeiro de Abreu;Nordeste;Ribeiro de Abreu;Sim;Uma vez por semestre;;;onibus;;;;;;;;;Nao;Nao;;;;;;;;;;;;;Lazer_passeio;;;0;;Igreja Sao Francisco;;Casa do Baile;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;Parque Guanabara;Orla da lagoa;;;;;;;;;Zoologico e Jardim Botanico;;;;;;;;;7;1;5;5;5;7;5;6;8;Centro-Sul;;Cultura e arte _cinema teatro shows;;;;Shoppings centers;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Nao;Sim;Limpeza e organizacao;Sim;Nao;;;;;;;;;;;;;;;
11188490590;Feminino;43;De 35 a 44 anos;Outro _especifique_;Fundamental incompleto;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Nordeste;Ribeiro de Abreu;Nordeste;Ribeiro de Abreu;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nordeste;;;;;;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;Sim;Limpeza;Sim;Nao;;;;;;;;;;;;;;;
11188483765;Feminino;37;De 35 a 44 anos;Ensino Medio completo_tecnico;;Entre 1 SM e 3 SM _ RS 998,01 a RS 2994,00;Nordeste;Ribeiro de Abreu;Nao estuda_Nao trabalho_Trabalho itinerante;;Sim;Uma vez por trimestre;;;onibus;Carro;;;;;;;;Nao;Sim;;;;Outros sites;;;;;;;;;Lazer_passeio;;;1;;Igreja Sao Francisco;;;;;;;;;;Orla da lagoa;;;;;;;;;;;;;;Orla da lagoa;;;;10;4;10;10;10;10;3;10;5;Nordeste;;;;;;;;;Clubes;Sim;Sim;Limpeza da agua e ter mais opcoes de lanche;Sim;Nao;;;;;;;;;;;;;;;
11188467507;Masculino;36;De 35 a 44 anos;Ensino Superior completo;;Entre 3 SM e 5 SM _ RS 2994,01 a RS 4990,00;Leste;Sagrada Familia;Leste;Sagrada Familia;Sim;Uma vez por mes;;;;Carro;;;;;;;;Nao;Sim;;;portalbelohorizontecombr;;;;;;;;;;Lazer_passeio;;;0;;;;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;;;Parque Guanabara;Orla da lagoa;;;;;;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;;;Parque Guanabara;;;;;6;3;7;6;6;8;8;NR_NA;8;Leste;;;;;Atividades ao ar livre _parques praças bosques;Shoppings centers;;;;Sim;Sim;Limpeza da lagoa;Sim;Sim;;Igreja Sao Francisco;Museu de arte da Pampulha;;;;Zoologico e Jardim Botanico;Parque Ecologico da Pampulha;Mineirao;Mineirinho;;Orla da lagoa;;;
11188437445;Feminino;22;De 16 a 24 anos;Ensino Medio completo_tecnico;;Ate 1 SM _ RS 998,00;Nordeste;Ribeiro de Abreu;Nordeste;Ribeiro de Abreu;Sim;Nao frequento;Distancia do meu local de residencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nordeste;;;;;Atividades ao ar livre _parques praças bosques;;Consumo de lazer domestico _netflix reuniao de amigos videogames leitura;;;Sim;NS;;Nao;Sim;;Igreja Sao Francisco;;;;;Zoologico e Jardim Botanico;;;;;;;;
